Date,Open,High,Low,Close,Adj Close,Volume
2025-04-01,3892.7794,3905.2622,3882.4045,3887.6841,3887.6841,14038027400
2025-04-02,3884.4181,3900.4949,3877.1599,3884.3858,3884.3858,11304317500
2025-04-03,3843.4177,3883.7025,3843.4177,3861.5034,3861.5034,14259978900
2025-04-07,3675.2017,3707.7771,3514.1165,3589.4406,3589.4406,31257858600
2025-04-08,3597.9859,3650.759,3583.8746,3650.759,3650.759,28019731200
2025-04-09,3606.1036,3686.7943,3587.3368,3686.7943,3686.7943,26230570800
2025-04-10,3749.1262,3756.1386,3708.8194,3735.1151,3735.1151,22725222700
2025-04-11,3730.3148,3762.3653,3708.4617,3750.5167,3750.5167,16875969100
2025-04-14,3772.0407,3776.6344,3754.033,3759.1422,3759.1422,16446240300
2025-04-15,3756.4788,3764.486,3737.8495,3761.2348,3761.2348,13400604000
2025-04-16,3757.8757,3775.1661,3721.6025,3772.8204,3772.8204,15635900600
2025-04-17,3755.0862,3779.1253,3749.504,3772.2221,3772.2221,12237100200
2025-04-18,3760.0425,3782.0443,3754.4072,3772.523,3772.523,10294850900
2025-04-21,3768.1421,3790.1782,3763.1383,3784.8806,3784.8806,12135573000
2025-04-22,3780.1122,3799.2295,3778.0791,3783.9522,3783.9522,12568825700
2025-04-23,3803.4295,3807.9536,3780.5183,3786.8824,3786.8824,13198687000
2025-04-24,3787.459,3807.2599,3775.207,3784.3574,3784.3574,11716456000
2025-04-25,3792.0838,3801.5765,3780.7772,3786.9937,3786.9937,12459113300
2025-04-28,3786.3867,3792.0082,3772.8029,3781.6188,3781.6188,12514509100
2025-04-29,3776.0025,3785.3157,3768.0311,3775.0767,3775.0767,11151469400
2025-04-30,3775.8306,3787.5639,3768.7573,3770.5705,3770.5705,14368165800
2025-05-06,3794.3757,3809.0939,3782.777,3808.5424,3808.5424,15852045900
2025-05-07,3861.5767,3863.6776,3814.9868,3831.627,3831.627,16117229900
2025-05-08,3820.5481,3867.3313,3816.2642,3852.8963,3852.8963,12495983300
2025-05-09,3848.6187,3853.6632,3836.5349,3846.1566,3846.1566,11938952600
2025-05-12,3866.5305,3890.7342,3859.0346,3890.6096,3890.6096,15333246000
2025-05-13,3915.5924,3915.5924,3890.6855,3896.2583,3896.2583,14732029900
2025-05-14,3894.8386,3960.5228,3890.6504,3943.2108,3943.2108,17203377900
2025-05-15,3934.0273,3936.4653,3904.9068,3907.1992,3907.1992,13808174900
2025-05-16,3898.6662,3903.8528,3874.8619,3889.0854,3889.0854,11840534500
2025-05-19,3882.5677,3885.5889,3866.5695,3877.1453,3877.1453,9864341400
2025-05-20,3883.1024,3911.4737,3881.7436,3898.1705,3898.1705,10488523400
2025-05-21,3899.4365,3928.6339,3899.4365,3916.3807,3916.3807,10979134300
2025-05-22,3912.6007,3923.0195,3903.0898,3913.8651,3913.8651,10759705200
2025-05-23,3910.3739,3931.5514,3882.2741,3882.2741,3882.2741,12027741900
2025-05-26,3875.7891,3884.537,3849.0384,3860.1067,3860.1067,10960120700
2025-05-27,3857.6271,3865.4291,3834.8455,3839.3969,3839.3969,9857242500
2025-05-28,3843.0747,3849.736,3833.9582,3836.2366,3836.2366,8903102600
2025-05-29,3838.0092,3869.7909,3831.4577,3858.6998,3858.6998,10847188600
2025-05-30,3850.493,3858.6128,3829.2542,3840.2323,3840.2323,11167222800
2025-06-03,3833.4584,3863.2952,3832.7202,3852.0127,3852.0127,13140309000
2025-06-04,3855.4878,3875.8569,3855.4878,3868.7429,3868.7429,11680387300
2025-06-05,3872.6373,3883.1345,3861.272,3877.5557,3877.5557,12287818400
2025-06-06,3878.1027,3889.4557,3869.3871,3873.9841,3873.9841,11098797100
2025-06-09,3877.7977,3894.6517,3871.9917,3885.2459,3885.2459,13630629300
2025-06-10,3887.5512,3897.4573,3850.4663,3865.4652,3865.4652,14556385900
2025-06-11,3870.6719,3911.6107,3870.6719,3894.6252,3894.6252,14241477200
2025-06-12,3885.5196,3900.0408,3870.3838,3892.1992,3892.1992,13399869700
2025-06-13,3881.4923,3889.1602,3853.8186,3864.1822,3864.1822,17253953600
2025-06-16,3853.6193,3876.1704,3853.6193,3873.7951,3873.7951,13734183500
2025-06-17,3875.1768,3880.4156,3860.409,3870.3786,3870.3786,12234252600
2025-06-18,3871.6502,3881.346,3854.6575,3874.9708,3874.9708,12752862100
2025-06-19,3870.049,3872.9425,3834.9512,3843.0912,3843.0912,13028065800
2025-06-20,3839.7833,3856.4799,3839.7833,3846.6443,3846.6443,11815102000
2025-06-23,3831.1703,3867.5896,3827.0829,3857.9016,3857.9016,13380089200
2025-06-24,3862.3876,3914.1579,3862.3876,3904.0342,3904.0342,16365618800
2025-06-25,3907.0682,3963.0371,3902.1771,3960.0662,3960.0662,18721367100
2025-06-26,3953.1603,3964.482,3945.2589,3946.0195,3946.0195,16531626300
2025-06-27,3949.7879,3969.2626,3918.2041,3921.7578,3921.7578,19455791300
2025-06-30,3920.3149,3940.3611,3911.6044,3936.0791,3936.0791,14517023600
2025-07-01,3935.9078,3946.2451,3924.7219,3942.762,3942.762,12895936200
2025-07-02,3943.3232,3952.1378,3929.6956,3943.6849,3943.6849,14706306200
2025-07-03,3949.3998,3971.616,3945.138,3968.0676,3968.0676,14100400600
2025-07-04,3967.4637,4013.8478,3958.3762,3982.2034,3982.2034,15719713300
2025-07-07,3977.2881,3979.7481,3956.5663,3965.1746,3965.1746,13113527300
2025-07-08,3965.426,4002.269,3965.426,3998.4527,3998.4527,15640289500
2025-07-09,3997.5044,4016.7434,3987.4267,3991.4006,3991.4006,17329379600
2025-07-10,3993.4196,4032.9829,3992.5242,4010.0243,4010.0243,20977890400
2025-07-11,4011.4652,4065.9419,4010.1052,4014.807,4014.807,26205277300
2025-07-14,4021.2135,4034.9198,4017.6678,4017.6678,4017.6678,20791717500
2025-07-15,4023.9896,4042.6574,3994.2628,4019.0644,4019.0644,19104293100
2025-07-16,4019.3925,4027.8567,3993.9209,4007.2019,4007.2019,15102730800
2025-07-17,4005.067,4034.5935,4005.067,4034.491,4034.491,16124904100
2025-07-18,4039.8712,4064.6378,4039.3181,4058.5486,4058.5486,18621106300
2025-07-21,4069.7685,4086.1171,4063.4427,4085.6072,4085.6072,22326847600
2025-07-22,4087.3354,4119.2021,4068.3383,4118.9582,4118.9582,25759698500
2025-07-23,4129.1476,4155.6783,4113.9085,4119.7685,4119.7685,30050615400
2025-07-24,4116.8312,4152.4265,4111.8849,4149.0368,4149.0368,31963239200
2025-07-25,4145.3195,4150.4994,4117.8005,4127.1634,4127.1634,27359496300
2025-07-28,4128.1993,4146.12,4112.9677,4135.8242,4135.8242,22275981500
2025-07-29,4132.6833,4153.3307,4117.5772,4152.0247,4152.0247,23080788000
2025-07-30,4148.9405,4185.2064,4127.4301,4151.2379,4151.2379,24985304800
2025-07-31,4141.5612,4141.8243,4063.6662,4075.5912,4075.5912,26708740600
2025-08-01,4069.9254,4085.3543,4040.462,4054.9286,4054.9286,19622182600
2025-08-04,4037.9378,4070.7023,4037.9378,4070.7023,4070.7023,16227590200
2025-08-05,4080.3877,4106.2969,4075.5836,4103.45,4103.45,17885199900
2025-08-06,4100.4283,4116.7085,4098.3544,4113.4852,4113.4852,17667615500
2025-08-07,4120.2822,4129.7382,4094.8214,4114.666,4114.666,19864190200
2025-08-08,4109.2734,4122.2104,4097.4157,4104.9669,4104.9669,17317120100
2025-08-11,4110.2939,4134.2462,4103.605,4122.5106,4122.5106,19044371600
2025-08-12,4123.5762,4153.2948,4121.2243,4143.8252,4143.8252,17728782300
2025-08-13,4150.5037,4186.748,4147.1991,4176.5776,4176.5776,21393499900
